"s1","s2","s3","s4","s5","s6","s7","s8","s9","s10","s11","s12","s13","s14","s15","s16","s17","s18","s19","s20"
0.0126001788097718,0.202152231424942,0.132084600217792,0.0691404666537432,0.056205068819438,0.00333066262222145,0.103102414154665,0.0851999663785089,0.0238058460213124,0.0856293360843094,0.0222047651875335,0.0161751846933177,0.000217811424536087,0.00246651867810585,3.97292647222798e-07,0.000108564197739446,0.124862316460119,0.00115181872232128,1.50763827412025e-05,0.0595467757742347
0.00045251790066362,0.00044164821158184,0.0223522016948258,5.8565031672575e-05,0.00658119981733739,0.0868744906361623,0.181999289643075,0.00298739501938483,0.122568912314046,0.000817061830955805,0.197296278824461,0.000367842084467126,0.00198034066740746,0.0569141935079041,0.0431043433731492,0.0103943705655725,0.0433890606968284,0.000256046167296266,0.156418405549523,0.0647458364636847
0.000420647867610714,0.000883574540898937,8.62708830115924e-07,0.281665294658306,0.036764625813457,5.21857152671156e-05,0.0778383568700761,0.000232934102608767,0.0491291689473001,0.12521280654929,0.0517948673137032,2.42442109588372e-06,0.003545286358404,0.0053822558632368,0.113299715360354,0.0290470645124419,3.1716418075591e-07,6.19196244890749e-06,8.04261685127957e-06,0.224713376653639
0.125420900112629,0.00627734242043205,0.00458695667086803,1.17137432505422e-07,0.0787035799910479,2.71977049434156e-05,0.00427375006621833,0.000343967378941826,0.298585268969117,0.00133119940777999,0.000108504124923718,3.68492776190128e-05,0.0443661017216779,0.0396421202169647,0.000127823975930153,0.00257628888015521,4.42498152149471e-05,1.38465848584026e-05,0.051561066939572,0.341972868603674
8.92500568364407e-05,0.158525169698408,0.000626512740176335,0.000190294684768156,6.60665505604929e-07,0.0499763274333759,0.253870332959536,0.00314311217633424,0.0057502146124165,0.0659987836638425,5.81315676466159e-05,0.00489747160606825,0.000393817035500414,0.0532382234648316,0.18710932035316,0.0132762787447305,0.00277524230590438,0.0286663129004612,0.130720846325854,0.0406936970046439
0.00427796770146023,0.012223547244013,0.239267957074138,0.000222052699088761,6.69541075394249e-05,0.114075718550316,0.0086351338255326,0.000965730128102301,0.1392699392183,0.00287432841703713,0.0275458737165189,0.00188026905967285,0.0809786243423613,0.00317622911347864,0.083263900363196,0.00512286684977878,0.0228753314386744,0.00371737797661833,0.000458671031522541,0.24910152714265
0.012029212937121,0.10610832527855,0.0352040098576161,5.94722269004678e-05,0.00910768430996106,0.00150793544960537,0.0255644762809445,0.00223159411406133,0.10250007546142,0.00128670636533389,0.000587988616801366,0.0990196580219833,0.0490793463448293,0.0892525063943261,0.00010947919386702,0.000779181543443163,0.0140362535533792,0.0164951805383418,0.371015364497243,0.0640255490142712
0.0501183390411525,0.0402618506749457,0.112164452485311,0.0965610421523357,0.0118906339149717,0.109880554519804,0.00520928283761345,0.0704957908505058,0.00179283471145264,0.0363276287725752,0.0623126740390624,0.054667883734417,0.000236469273316423,0.0145275204104216,0.147342504441297,0.0273135712106211,0.00595375205249222,0.100226671938036,0.00202244373666025,0.0506940992030093
0.00995726811044552,3.06080132379471e-06,0.184001156518578,0.00281722843056782,0.00439188646192967,0.00444715026074508,0.318247062894868,0.0123617044736058,0.0363246329340539,0.00203894699695707,1.02587435475969e-10,0.169589182620135,0.00124511044346484,0.000310291439592642,0.0109471876487112,0.0059822522690876,0.158579176656809,0.000637158336455568,0.000370421042481129,0.0777491215576004
1.76346391110861e-05,0.578019387260412,0.00388545298070692,0.0141871068501744,0.000626894777391063,0.00416295174456632,0.0303603716573917,0.0039391082806522,0.0338945161814344,0.09307169267937,0.119384421894481,0.0129577197701551,0.0111025754154358,0.00703720616237988,1.8256975583842e-05,0.0864360084269113,0.000137496169879179,9.05701763450334e-05,0.000107703916593615,0.000562924041024658
0.0163131376829111,0.00135710058436403,0.0044536385897863,0.0953044345474271,0.0782396958003094,0.105071886207377,0.242871711986347,0.00159617653257349,0.0274482311191091,0.178873137235261,0.0166758203903024,0.0472253326122299,0.00813425788517242,0.000300329534174314,0.0129162901837989,0.00394401581190636,0.0523915172047775,0.000789224040504737,9.82690978393367e-05,0.10599579295383
0.0595490539710814,0.0021853877041985,1.22170988961436e-05,0.00181513734884518,0.104723103029888,0.448059784288161,0.00129203778897572,0.0110783714154814,0.00861733986549191,0.00261338097279329,0.0635592497911198,0.0438284847514914,0.105327544171363,2.08810070912927e-05,0.000549033402731321,0.00442677672892923,0.00486034564252797,0.0847308616576437,0.050446003662228,0.00230500570106158
0.211044343542375,0.076353641953027,0.0130401527536244,7.01989581714821e-05,0.00649391077147601,1.43958504714825e-08,0.0527150329828959,0.00232354409961025,0.00483957460010482,1.7713567358813e-05,0.187080769025235,0.227113184641878,0.0662654794666371,0.0724328855837687,0.00789923166680462,0.0109040488107806,0.00180465692889146,0.0151963245482621,0.000383809629847747,0.0440214820734007
4.78028528548424e-05,0.0039550991270862,0.0502225747206842,0.000387521055980792,0.0734977126777844,0.00206959089964238,0.156732757867863,0.0482458098120377,5.4085807294975e-05,0.00155618585749988,0.134478437687382,0.0404179515140679,0.0181390049773786,0.0224168381352126,0.217502553815243,0.000527654250154431,0.0282304622542407,0.199411955132442,0.00173162220111678,0.000374379354034424
0.0915655219152427,0.00315216655882132,0.0502161531847113,0.225880219454487,0.115314865655469,0.195160173494182,0.00238119485984053,0.00106537290394102,0.0590893941197342,0.000491656562784014,1.5154964915569e-05,0.000190569377479165,0.000375903856492577,0.106140779371541,0.00630846845503542,0.0284111758607018,0.00440332688494645,0.0534618801159479,0.00842520773307343,0.0479508146706533
3.76820254948313e-05,0.0621682721286481,0.000760878361493713,0.010829205077765,0.0335584091416409,0.000851257693290453,0.0173117361408475,0.00460654331591236,3.34625707748617e-10,2.62449130798187e-06,0.0274361592522958,0.00268413925058208,0.386492269068022,0.00709561205730836,0.00288406922856556,0.039908018051266,0.0160858443745388,0.0111564511232194,0.338998364797,0.0371324640861759
0.00181844857659877,0.00110891680224131,3.4685953982183e-06,0.0248901346008822,0.0374590173119421,0.17127933632576,0.181936605266747,0.000206965373311801,0.0569355130045448,0.0980934407201512,0.0270769450736482,0.0294822277418336,0.0209603381058302,0.137774575289276,0.00561752255386508,0.0601876851257949,0.100928303267694,3.38380055581257e-05,0.0429547164761573,0.00125200178276485
0.00294410327830192,0.0735001238825576,0.000132249179691375,9.86245072142215e-05,0.0353488671413379,0.0132014642950014,0.00131232616714723,0.000799921083341303,0.0401849284898952,3.01158459812122e-05,0.000105822116810155,0.00891709134148511,0.5404433316907,0.0101485690596317,1.4873902646961e-10,0.0214452058743008,0.021532650920772,0.198339835992331,0.00650175801169915,0.0250130109730613
0.00230947315272351,0.0296072298277376,4.4623805962156e-06,0.000142880196732745,0.0353734459995175,0.00824008900052747,0.0153334945567304,0.415442678175872,7.47226664504169e-05,0.00171887560259666,0.120730718355154,0.00919906942976063,0.0204458556349556,0.00293268519902843,0.288934039811124,0.0189732425147173,0.0157663187219824,3.67152487130949e-05,0.0147327532176275,1.25030745230378e-06
0.00152036280658183,0.00558399656391976,0.037490670358379,0.0509193995812942,0.00952234225414539,0.00233337701651085,0.000195350846480952,0.00826268954924467,0.153685231097294,0.0576597638476771,0.11626078967371,0.00466034263501471,0.030171060282273,0.0152091566881159,0.0004341329521184,0.0622189838501499,0.000152980613767316,0.000330274085637825,0.358711439311237,0.0846776559864477
0.0910108275155879,0.313847422814959,0.173644944488538,0.00780312330455538,0.00281434895513184,0.0565514449597764,0.110086386308077,0.0821368469053623,0.000279104599308388,1.46481692910901e-05,0.0121921418850895,0.000150950712137977,0.0215077120290359,0.00450768120772537,8.19721579626387e-06,0.00538573762951117,9.38532802605813e-06,0.0778509763980766,0.0140866082150324,0.0261115113589822
0.130609479321744,8.00555579472425e-05,0.00013252190303262,0.0546216874136416,0.0119098590779072,0.0260920703967542,0.0030323493070157,2.23966175355534e-07,0.0208911054068083,2.26774166597653e-05,0.261019998221446,0.134770012221971,0.000659700336797866,0.00200646642243836,0.00745880715915776,0.0186639364575607,0.00130320089978771,0.134807629623324,0.118458829424686,0.0734593894651444
0.017896783700021,0.051781768270257,0.0925569853655663,1.3580188342287e-12,0.248298438306485,5.05452054646372e-05,0.104295234577167,0.00912911376752669,0.00432121196308061,0.0258451253201039,0.062717756652157,0.00022514035266233,0.0146509479169452,5.32859521874124e-06,0.00631085790270627,0.360222119312535,0.00018593564075393,0.00137793709702901,8.49783748720316e-05,4.37916780896562e-05
0.0841586746002502,0.041688554289443,0.025571228919728,0.0330021496193966,0.0118200457781671,0.000682554352945726,0.062636110471156,1.64973267906799e-05,0.362884134300114,0.0931808776556639,0.00727355882605471,0.0658156903637446,0.10806040848512,0.000435582068594423,0.012974749116026,1.42851644291386e-06,0.0860201591613357,0.00352923680931979,5.91442008645959e-05,0.000189215138841842
0.0110924374929533,0.00240115308652893,0.0235362806001576,0.0499670711373816,0.18192328753592,0.131725359276799,0.014574045829983,0.0035205769788707,0.0103229330662969,0.0144228199283994,0.000260154614495906,0.004686451677565,0.195751361874009,5.08923428986821e-05,0.245667988469462,0.0182324836936269,2.16303598173869e-05,0.00226412753254018,1.16995803156857e-05,0.0895672449219798
0.00792099854230466,1.37558883732536e-06,0.00200929954376882,0.058806265363741,0.0276170768682269,0.0183266165543106,0.166121343581925,0.112964073092007,0.244643199151169,0.00614837629055902,0.0202328829529002,0.0303683964560536,0.0414429465610781,7.26677439078690e-11,0.0195965940715609,0.0839091184074038,0.000128614445505433,0.0292311725289228,0.0841768168595776,0.0463548330674812
0.0203876169400311,0.00504561779300216,9.13605409234489e-05,0.0290388925080374,3.18955815016619e-09,0.00406766137595245,0.148597959844037,3.83041122700181e-07,0.191866853967964,0.187771282993315,0.0170510428634366,0.00327560623742305,1.76333466039182e-05,0.0107301855332472,0.332198257401965,0.0385787290984486,0.00254565546672258,0.00198523905898365,0.000772552095272045,0.00597746670395415
0.000530838811767547,0.113469200849098,0.0171698990091705,0.280871865848582,0.0947459897432985,0.00702787767445652,0.000352310720106908,0.181923584967539,0.000668774435249213,0.00416699843145892,0.0116325122641567,0.129852900254803,0.0140038555568092,0.008268597289892,8.43856155968302e-05,0.101570439733413,0.000408836032367999,0.00194740893961343,0.0310231729923261,0.000280550830293616
0.0390329504891348,0.00944531665296526,0.00230923873403124,0.0638260423345722,0.0842429307665675,0.00690766599809762,0.134057594045377,0.0488088170754123,0.0190676666063477,0.000509742065427355,8.09256610190899e-05,0.00324308179386533,0.0803589071295708,0.0808211612992756,0.00736757343581304,0.00168019556169645,0.00124301276448936,0.201953489567818,0.214930582216337,0.000113105802182669
3.45950038211117e-05,0.217981836110781,0.00419166567226066,0.116717204965366,0.0891847158593345,0.0253215558262029,0.115374421381459,1.59589786308422e-05,0.0402159188145582,0.056903266153162,0.13182401049379,0.0362290117743336,0.00872496327218833,0.00022317983408369,3.73955968220868e-06,3.67982082755908e-08,0.111727131349267,0.00175272251368288,1.46373607924305e-09,0.043574064175452
1.06479659138665e-09,0.000524009582117922,0.226083428819896,0.16648932841822,0.00715061692683714,0.0853642501932622,0.0142623984762461,0.00395267322960776,0.013380574337067,0.00914635168251431,0.000593508421198701,0.0877439427925465,3.08760422498344e-05,7.70539194308754e-05,0.038309426323912,0.00424208325992337,0.288554547945346,1.35121714285342e-05,0.00905370477787079,0.0450277116155278
0.000312972892434329,9.22308254104506e-05,1.08125332709897e-05,0.0213133054866621,0.000183482737201872,0.00138869137064481,0.216052982921078,0.000300170408250172,0.00467941193837555,0.0732445559763884,0.000497629210128432,0.0607128082551197,4.59289559564061e-05,0.00838107559670921,0.0278257920038184,0.0152308065866018,0.00870100344933949,0.546998492143229,0.00029393558531964,0.0137339111240617
0.140831846783184,2.28215622873463e-05,0.0158832314087944,0.0710767713494102,0.217279987964402,9.27601695218373e-07,0.000446805977042325,0.00357743418915241,1.00628641632923e-05,0.000469002853621665,0.182310342692698,7.90126743731452e-08,0.00741700903642448,0.0631757517298665,0.0174171841345887,0.00596990514001226,0.00453068119993412,0.00571164339091825,0.0141156510616893,0.249752860047442
0.00508936896390789,0.00689649069454679,8.44344692841054e-05,0.000609931408733475,1.81310527669176e-06,0.00110200695627464,0.0295407762422923,0.000179297924523279,0.00196821290155755,4.38142132250416e-06,0.000286447282355791,0.408054840931636,0.000108752787097334,0.14673557745482,0.176581078427222,0.000554504084029967,0.0276668907906416,0.0552739776863233,0.0920511217362427,0.0472100947319129
0.457991498127178,0.0126752999733437,3.88002290602376e-06,0.000458783421127494,0.174339686568086,6.4022686735755e-15,0.0236647146485093,0.000591713925510493,0.00397269755072866,1.61144487714208e-05,0.0059079053677958,0.0195421648187903,0.051482363086456,0.0265737533373264,0.0431080026210296,0.0071900446268137,1.21583444893e-05,0.00221549830940363,0.00101866727008532,0.169235053531642
0.0103049191043138,0.0354289974869946,0.00422731818936271,0.00101870372063294,0.106078988754131,0.177244296288578,0.0975495827404315,0.0845706977289873,0.143193462580164,0.00613558336568813,0.0345561174142415,0.000128583755708778,0.059299197945149,6.92340616305894e-06,0.000661745050634174,0.0362180772830816,0.0408355067595719,0.0311360443266846,0.124633068522261,0.00677218557721947
1.99331985438905e-09,0.00102537898649343,0.0624489826276735,0.136493202070801,0.0041635845558154,0.0605562382314426,0.0054161487952009,0.231323789531076,0.157074498369422,0.0764186571504161,0.00773952182607097,0.0196397453600691,0.00821551003360206,0.00430629334399504,0.121133997418393,0.00198509345063424,0.00320437134934436,0.0167927384046922,0.0780242706502927,0.00403797585124474
0.00445038411160348,0.100281248376079,0.121707349826459,0.0617304925236608,0.00172508347361413,0.00345941848624589,0.287775899010196,6.09515160747128e-07,0.0422571192812672,3.05705120024943e-05,0.0299798009633188,0.00553826684349497,2.78214957288016e-08,0.102596748319676,0.0906172373713194,0.0292179385884406,0.0538160663475619,0.0380534152877563,0.0209760003580464,0.0057863229826014
0.147201015772842,0.0199573785328842,0.0201489155443439,0.214321196064432,0.00470129696446627,0.0172335299334665,0.00389926579778307,0.0697001352707107,0.145559798704906,0.0163326830519756,3.10876464313184e-05,0.000817955991805423,0.00215475794654395,0.000166828453419517,0.298760668138164,8.25052398676885e-05,0.0126767447775875,0.0150439831409651,0.000241240698397865,0.0109690123290076
0.00894381328634285,0.145618897589601,0.138943820600564,0.321068843732128,0.0238798756116112,6.02640436666042e-06,0.00531023476445519,0.014801692882181,0.0341866960926462,2.39290046510751e-05,0.00237274775202952,0.00622922088496421,0.0146397812682713,0.00324456726841172,0.000416392730870604,0.000129093033275605,0.00177939992581841,0.00027814878010252,0.0347005436604736,0.243426274727236
5.39283143589204e-05,0.0561596405087495,0.0801311017237023,0.0302679062831863,0.000639646140811765,0.0892754209413513,0.0149107731401181,0.0014029245634295,2.27371547373208e-06,0.000455939382205351,0.0135998972386615,0.203482570466762,0.0617161411828513,1.24327446493692e-07,0.000999145406749786,1.12358621820528e-06,0.00130600743529115,0.394718377575875,0.040825851957942,0.0100512061088156
0.018966579337955,0.0233730966258685,0.0536147055839122,0.0122624954435194,0.00480833555725839,0.0173915647490566,0.00125175722156855,0.0261908706849153,0.0449680904777763,0.227379643998374,0.0010652280248162,0.00424649027669806,0.0196891666368409,0.0230329886089654,0.206081018228402,0.059707496569693,0.0480782758280547,0.0544658028524019,0.000585876049713558,0.152840517244209
1.96467108323595e-07,0.000359546417106081,0.0108918500442182,0.00575156850965824,0.070034125216994,0.0589232944054644,0.00114200881619929,0.0376528644782267,2.55546683973355e-05,0.0414235642352382,0.00537464010631677,0.025046958800438,0.0186484202539938,0.00479256052624601,0.497009876802218,0.0129689797245028,0.0514738669690041,0.00371985399712541,0.0220951977175613,0.132665071843983
0.0170836873525733,0.306644211883259,0.0309364650994092,0.00252210197609433,0.0173351227317982,0.00120891234678558,0.316062219087411,0.0499819264641714,0.000216339917033019,0.0019105024176142,0.00916373568430803,0.0411183099499115,0.0377859468778978,8.92198742287709e-05,0.140723598604518,0.000557101101031565,1.41968494517469e-07,0.000757737880646862,0.0258849766014859,1.77421813281713e-05
0.0062129507846977,0.00231233015782094,0.0267600758797307,0.017756575332838,0.101446647710528,0.000820290208525677,0.0248168986590784,0.0492894722886907,0.191747593930342,4.25222884091294e-06,0.178809471435994,5.38580540564845e-06,0.347386399537275,0.00640213201350784,0.0247461223830509,0.0016939804297124,0.00347408352744641,4.65636157426497e-06,0.0154850655018662,0.000825615823073197
0.000478973559339834,0.00527249387039528,6.846085963757e-08,1.47376342284076e-05,0.0021718931204477,0.00110334027192251,0.0495737060184656,0.00504272212778591,0.0792870542610992,0.158226484144881,1.97941583900361e-05,0.0649798176700993,0.397463553918877,0.017518733935982,0.0964082804556508,0.0699326237783521,0.0282463284870131,0.0198849030264034,0.0025765970783747,0.00179789402143205
0.0407951342437261,0.000100422009873089,0.0237034327312389,0.258766500822121,0.060571366878461,0.139436279996991,0.0100737884131216,0.0120857056956504,0.0438559580198529,0.000616637277825288,0.0245701182049099,0.00400015655926135,0.000480536378980785,0.0377177410673019,0.195591746070671,0.0199387185555219,0.000569151157790691,0.00676912744652015,0.0217486225806204,0.0986088558895599
0.192173353443106,0.0101206336394194,0.0326306483345782,0.103986827488713,0.0111629671760036,0.0903461720516494,0.0147974164296153,0.0142279361469064,0.0615661922321874,0.00160612458954747,0.0270656877946741,0.0287010584186487,0.0613368604743057,0.02872382937156,0.0254145968888001,0.0914501403789641,0.179668035564188,0.004135388057013,0.0200676347756263,0.0008184967444939
0.000559941273186874,0.00648816203946123,0.372339449591301,0.0124609096174664,0.107520064489222,0.000344660459817118,0.112242117417399,0.00387563972950093,0.056727907467966,0.00157685815476914,0.036967659458373,0.061443147330189,0.0750143821469646,0.0488225600186907,1.65709269859904e-07,0.00170912718927033,6.10184687777573e-09,0.0361355618454432,0.000917518258618358,0.0648541617012443
0.0134927166256316,0.0499228740130638,0.000817750538667784,0.0264500989888451,0.00406352520782445,0.00704600762291683,0.00464811658149112,0.039787088010464,0.0821847743702162,0.182236024809464,0.00234536099754045,0.218474004856462,0.0549527104924957,0.0141485135988051,0.072555187021485,0.000479811587162262,0.0622396722829251,0.000225131495417046,0.148812187181771,0.0151184437173508
0.0795115562988674,0.0134539981348414,0.0925059439281232,0.395286015937428,0.00360390468199428,0.0275155368683996,0.103594428685889,0.000109948937857118,0.0660278618833678,0.0534341219605835,0.0284961199063643,0.000476813412181123,0.00504164870304835,4.11809638198995e-06,0.0821708593246121,0.0209703808865802,0.00562812813463365,0.011192772446254,0.00419622703083497,0.00677961474175807
0.000883171330117531,0.00219234826741655,0.0191486795785954,0.00535308219354671,0.188505863798992,0.132207858948418,0.0690277624875183,0.0038473372334178,0.00186806357563759,0.00221563155422442,0.210220986248913,0.112017815025648,0.103508970448555,0.0845884299622875,0.00858143289413739,0.0266918243202867,0.000188565976661826,0.00327580773586569,0.0242623566611485,0.00141401175861162
0.159782355964542,0.00636182021003431,0.120224559687392,0.0492438865370704,0.156736401706524,0.00998116390097469,4.15261501136712e-05,0.0859895364155198,0.0597543904542022,0.0051817505257058,0.111320002193447,0.0166002723818385,0.00952000435391709,1.43120497427523e-07,0.0201839703103709,0.0340870823021044,0.119596326887148,0.0071804761100645,0.00865956357590866,0.0195547672126246
0.00341994347589669,0.207089339916762,0.024810140033048,0.161736210136083,0.0163064802746627,0.00185335454399493,0.0142174969504377,8.87058448927846e-05,2.09507474604677e-05,2.37930120888488e-05,0.00278857960175457,0.041785844801107,0.00102636538130484,0.319481838977575,0.00823131819830134,0.00389088195597057,0.0799296951807212,0.0470170584753579,0.000803826782059742,0.0654781757105206
0.160525768118755,0.000343169183958528,0.0110223331782038,3.38196510359182e-05,0.0566381300437353,1.97300664571349e-05,0.00553270324778421,0.00342932931929143,0.0208526834407147,0.0365943761264643,0.00827547444710549,0.0631458164273635,0.000805468241857063,2.60489788939067e-09,0.00137710964402041,0.22598603792981,0.0865113067667121,0.294314074821743,0.000534906674904597,0.0240577600651853
0.0787757647220507,0.0287322946414961,0.00269763061839093,0.058828608135268,8.42945366616289e-09,1.15877874927143e-05,0.00561663393448385,0.00384655596227859,0.0191693511546101,4.23663079169382e-06,0.172876842682679,0.00942378406026112,6.68302497110718e-06,0.0540998864982749,0.0233105984194554,0.0663267255017993,0.0739622075286045,0.223845516903745,0.00502864585504018,0.173436437508854
6.38138883521336e-07,2.87286414681485e-05,0.000133165384903409,0.029206551222646,0.00142934543841059,0.0885811616104046,0.00770342890357742,0.00159513615547374,0.00929791745864718,0.0334984833520253,0.00161588219051229,0.00105882626444492,0.222961475594932,0.000180189570635301,0.0588897317696246,0.231900970149678,0.00846447144642917,0.0684027646954643,0.00180234091017701,0.233248791101662
1.38870722670752e-05,0.395129293954306,0.00434330276877888,0.0337870026764635,0.0382478380948797,6.6861570504573e-07,0.0783846515181742,3.04425443493229e-05,1.30541277099322e-06,0.000754744015470054,0.00089618499067365,0.170993154507182,0.0383888681283218,0.000284689653612501,0.000109378722859124,0.00143855499977869,0.0133679520091404,0.118520152054151,0.010145081548851,0.0951628467122649
1.0584387601913e-07,0.0518748447997411,0.0124433655667176,0.0187751268582452,0.076656041710778,0.00829595110069601,0.00446638788530644,0.000300995318143,0.171823530466981,0.0888194133227111,5.14491112630763e-05,0.190852710679979,0.140063723691893,0.00514486526039328,0.00159454740267363,0.00254976978718237,0.00580301612442972,0.161794246755778,0.0258101550841493,0.0328797532290637
0.0244853338438731,0.319210866291651,0.000934536590673351,0.061353769282231,0.0022770225658564,0.0981765607690651,0.034125644203628,8.31459702976474e-06,0.0545422361518294,0.0803268793975605,6.70619164241427e-05,0.0660428132324972,0.0110506066255234,0.0493743666006368,1.20345977203491e-05,0.00811734349886301,0.0854501973639818,0.0828789521835195,0.021363304237961,0.00020215604947532
0.00145143529774919,0.0566457815585241,0.0220470198366797,0.180548109209962,0.0352745164546817,0.0270402865601742,0.110115031881792,0.0511913791825406,0.000898787298312962,6.22905822522625e-08,0.0355844916720516,0.00894152611026885,0.00100528005266712,0.0237718866609673,0.0266838301649998,0.16500634583035,0.0526436309700034,0.167982080036815,0.00895849181767578,0.0242100271132017
0.0660785402617118,0.000396921671411302,0.0356033572585515,0.0646556771800515,0.00509268932182855,3.73795229444727e-05,0.204497467391408,0.000162157500741914,0.113420394910084,0.0300601960124014,1.10929722391575e-06,0.068745370120442,0.00377909089431741,0.0100934394811394,0.122558233223958,0.0147639732896397,0.0117106578282118,0.0768068772856606,0.00989563935614771,0.161640828192125
2.877826374945e-06,0.0323023527477054,0.119123165515901,0.28976034818334,0.00772590119885286,0.0121150819503632,0.0912714165142274,0.0154894009170006,0.00576402443158131,0.0973176689931236,0.00294855597513997,0.00523056339046618,0.0106996714841718,0.010590090477235,0.000282923453908945,0.0177205787853518,0.0655613009042017,0.135577669932325,0.0586045367395634,0.0219118705791658
0.000326856452424074,0.0195187249680809,0.381049644804519,0.000551326910736097,0.00738328062092959,0.000120162850440963,6.71877240193213e-06,0.000290825003117387,0.0748317083925697,0.00860700992379533,0.0312225510189671,0.264786029303527,0.00662466916867391,0.0851911750149338,0.00355660982828376,3.56360276920713e-06,0.00672969754154194,0.0657856833922475,0.00547117547206418,0.0379425869579762
0.217984167513369,0.00172394770781228,0.110144711454132,0.00319900796161682,0.0266673417712623,0.000903861191511845,0.0285662666104526,0.0631065890240387,0.000148092205975718,0.000122198260282432,0.0845682354650072,2.00337810378992e-09,0.0268077449109933,0.0717235902845379,0.106024148201259,0.177536395657279,0.000570490701111158,0.0286598660103824,0.0486850249851446,0.00285831808045358
0.0308395554636726,0.000112205649143383,0.0215437156445866,0.000192592596820132,3.00825549128329e-05,0.11987509754047,0.0571038530198758,0.0246565924355753,0.0341214687037318,0.253973731160333,0.0241514524918445,0.124965793598349,0.00116332116938061,0.00924158972503786,0.0742790696148465,0.0180991385987689,0.00987669159295776,0.00388130640740927,0.164268631441656,0.0276241105906281
